ENTERPRISE_RISK_ID,ENCODED_TERMS,TITLE,SUMMARY,KEYWORDS,PUBLISHED_DATE,LINK,SOURCE,SOURCE_URL,SENTIMENT,POLARITY,LAST_RUN_TIMESTAMP
7,,"Broadcasters, Creators Get Help From Congress In Fight Against Deepfakes. - Insideradio.com",,"['creators', 'deepfakes', 'help', 'congress', 'broadcasters', 'fight']",4/11/2025,https://www.insideradio.com/free/broadcasters-creators-get-help-from-congress-in-fight-against-deepfakes/article_1cb986fa-96dc-43d8-a960-818abf8339e4.html,insideradio.com,https://www.insideradio.com,neutral,0,4/11/2025 14:28
7,,We must be open to questioning long-held beliefs. - Psychology Today,,"['plastic', 'corrections', 'challenge', 'zombie', 'black', 'mistake', 'kitchen', 'evidence', 'scientists', 'facts', 'wrong']",4/11/2025,https://www.psychologytoday.com/us/blog/misinformation-desk/202504/the-challenge-of-zombie-facts,psychology today,https://www.psychologytoday.com,neutral,0,4/11/2025 14:28
7,,"WebQoof Recap: Around Waqf Amendment Bill, Studio Ghibli, Telangana & More - The Quint",,"['tv', 'twitter', 'went', 'amendment', 'showed', 'webqoof', 'studio', 'ghibli', 'viral', 'waqf', 'bill', 'x', 'video', 'recap', 'shared', 'telangana']",4/11/2025,https://www.thequint.com/news/webqoof/webqoof-recap-5-to-11-april-waqf-amendment-bill-hyderabad-studio-ghibli,the quint,https://www.thequint.com,neutral,0,4/11/2025 14:28
7,,HYBE Labels & Gyeonggi Police apprehend 8 individuals who created and distributed deepfake footage using artists' images - Allkpop,,"['images', 'deepfake', 'artists', 'northern', 'distributed', 'labels', 'hybe', 'investigation', 'created', 'footage', 'individuals', 'using', 'gyeonggi']",4/11/2025,https://www.allkpop.com/article/2025/04/hybe-labels-gyeonggi-police-apprehend-8-individuals-who-created-and-distributed-deepfake-footage-using-artists-images,allkpop,https://www.allkpop.com,neutral,0,4/11/2025 14:28
7,,"BTS, SEVENTEEN's agency HYBE and Korean police arrest 8 suspects for creating deepfake content of artists; report - Pinkvilla",,"['targeting', 'rights', 'deepfake', 'ngppa', 'artists', 'report', 'content', 'le', 'hybe', 'bts', 'investigation', 'crimes', 'suspects', 'creating', 'individuals', 'sserafims', 'korean']",4/11/2025,https://www.pinkvilla.com/entertainment/bts-seventeens-agency-hybe-and-korean-police-arrest-8-suspects-for-creating-deepfake-content-of-artists-report-1381889,pinkvilla,https://www.pinkvilla.com,neutral,0,4/11/2025 14:28
7,,Stats SA warns misinformation threatens data collection - Jacaranda FM,,"['provinces', 'collection', 'staff', 'information', 'misinformation', 'branded', 'verification', 'data', 'field', 'official', 'threatens', 'fieldworker', 'warns', 'stats', 'id']",4/11/2025,https://www.jacarandafm.com/news/news/stats-sa-warns-misinformation-threatens-datacollection/,jacaranda fm,https://www.jacarandafm.com,neutral,0,4/11/2025 14:28
7,,Law against disinformation will not cover criticisms of govt – Sam George - 3News,,[],4/11/2025,https://3news.com/news/law-against-disinformation-will-not-cover-criticisms-of-govt-sam-george/,3news,https://3news.com,neutral,0,4/11/2025 14:28
7,,Spain busts $21M crypto scam using deepfake ads - VnExpress International,,"['21m', 'us209', 'busts', 'twoyear', 'deepfake', 'targeted', 'sophisticated', 'shell', 'victims', 'wikifx', 'ads', 'suspects', 'crypto', 'spanish', 'scam', 'using', 'spain']",4/11/2025,https://e.vnexpress.net/news/news/crime/spain-busts-21m-crypto-scam-using-deepfake-ads-4872501.html,vnexpress international,https://e.vnexpress.net,neutral,0,4/11/2025 14:28
7,,A Self-Sustaining System Of Fake News - The Friday Times,,"['websites', 'reporting', 'social', 'digital', 'thousands', 'system', 'fake', 'handles', 'true', 'online', 'post', 'selfsustaining', 'media']",4/11/2025,https://thefridaytimes.com/11-apr-2025/a-self-sustaining-system-of-fake-news,the friday times,https://thefridaytimes.com,neutral,0,4/11/2025 14:28
7,,Kothrud Man Duped of ₹39 Lakh in Deepfake Aviator Scam - Pune Times Mirror,,[],4/11/2025,https://punemirror.com/pune/crime/kothrud-man-duped-of-inr39-lakh-in-deepfake-aviator-scam/cid1744367013.htm,pune times mirror,https://punemirror.com,neutral,0,4/11/2025 14:28
7,,"More than 100 arrested for making, sharing deepfake porn of K-pop idols, celebrities, classmates - Korea JoongAng Daily",,"['classmates', 'celebrities', 'deepfake', 'room', 'porn', 'videos', 'participants', 'investigation', 'making', 'kpop', 'arrested', 'rooms', 'operators', 'idols', 'chat', 'sharing', '100']",4/11/2025,https://koreajoongangdaily.joins.com/news/2025-04-11/national/socialaffairs/more-than-100-arrested-for-making-sharing-deepfake-porn-of-kpop-idols-celebrities-classmates/2283142,korea joongang daily,https://koreajoongangdaily.joins.com,neutral,0,4/11/2025 14:28
7,,The Viral Threat: How Misinformation Is Ghana’s New National Security Crisis - Modern Ghana,,[],4/11/2025,https://www.modernghana.com/news/1392285/the-viral-threat-how-misinformation-is-ghanas.html,modern ghana,https://www.modernghana.com,neutral,0,4/11/2025 14:28
7,,Opinion | YouTube admits error in ‘misinformation’ removal of Trump watchdog group - The Washington Post,,"['decision', 'youtube', 'connection', 'remove', 'department', 'reverses', 'ad', 'antitrump', 'misinformation', 'channel', 'group', 'trump', 'post', 'washington', 'appeal', 'justice', 'trumps']",4/11/2025,https://www.washingtonpost.com/opinions/2025/04/10/youtube-google-trump-misinformation-justice-connection/,the washington post,https://www.washingtonpost.com,neutral,0,4/11/2025 14:28
7,,EBU launches initiative to combat misinformation and support trusted news - Broadband TV News,,"['initiative', 'members', 'factchecking', 'public', 'eurovision', 'misinformation', 'launches', 'ebu', 'trusted', 'spotlight', 'combat', 'network', 'france', 'support', 'radio', 'tools']",4/11/2025,https://www.broadbandtvnews.com/2025/04/11/ebu-launches-initiative-to-combat-misinformation-and-support-trusted-news/,broadband tv news,https://www.broadbandtvnews.com,neutral,0,4/11/2025 14:28
7,,"“Misinformation” Is Condescending: Do Better, Elites - American Enterprise Institute",,[],4/11/2025,https://www.aei.org/technology-and-innovation/misinformation-is-condescending-do-better-elites/,american enterprise institute,https://www.aei.org,neutral,0,4/11/2025 14:28
7,,Deceitful Hearts and Deepfake Faces - Newstrack English,,[],4/11/2025,https://english.newstrack.com/tech-track/deceitful-hearts-and-deepfake-faces-505841,newstrack english,https://english.newstrack.com,neutral,0,4/11/2025 14:28
7,,"Eight Arrested for Creating Deepfake Videos of HYBE Artists, Police and HYBE's Joint Crackdown Succeeds - KBIZoom",,"['deepfake', 'artists', 'succeeds', 'northern', 'gyeonggi', 'crackdown', 'videos', 'hybe', 'crimes', 'investigation', 'arrested', 'creating', 'suspects', 'joint', 'hybes']",4/11/2025,https://kbizoom.com/hybe-deepfake-arrests-joint-crackdown-success/,kbizoom,https://kbizoom.com,neutral,0,4/11/2025 14:28
7,,Eight Arrested As HYBE And Korean Police Crack Down On Deepfake Content Creators Involving HYBE Artists - Koreaboo,,"['creators', 'authorities', 'deepfake', 'artists', 'deepfakerelated', 'content', 'possible', 'hybe', 'crimes', 'involving', 'investigation', 'arrested', 'crack', 'reports', 'korean']",4/11/2025,https://www.koreaboo.com/news/korean-police-arrests-eight-deepfake-videos-hybe-artists/,koreaboo,https://www.koreaboo.com,neutral,0,4/11/2025 14:28
7,,Nintendo’s Messaging Problem: Switch 2 Misinformation Escalates - Lords of Gaming,,"['drift', 'bowser', 'nintendo', 'switch', 'games', 'gamecube', 'physical', 'game', 'misinformation', 'messaging', 'problem', 'nintendos', 'escalates', 'fans']",4/11/2025,https://lordsofgaming.net/2025/04/nintendos-messaging-problem-switch-2-misinformation-escalates/,lords of gaming,https://lordsofgaming.net,neutral,0,4/11/2025 14:28
7,,HYBE and Korean Police Team Up to Nab Deepfake Criminals Targeting Artists - hellokpop.com,,"['targeting', 'violation', 'rights', 'deepfake', 'artists', 'ngppa', 'win', 'team', 'artist', 'hybe', 'nab', 'suspects', 'wont', 'criminals', 'korean']",4/11/2025,https://www.hellokpop.com/news/hybe-and-korean-police-team-up-to-nab-deepfake-criminals-targeting-artists/,hellokpop.com,https://www.hellokpop.com,neutral,0,4/11/2025 14:28
7,,Defense Ministry dismisses Papuan rebel claims in Yahukimo as disinformation - The Jakarta Post,,"['rebel', 'indonesian', 'disinformation', 'opm', 'killed', 'claims', 'working', 'defense', 'soldiers', 'military', 'yahukimo', 'ministry', 'dismisses', 'rebels', 'papua', 'papuan', 'teachers']",4/11/2025,https://www.thejakartapost.com/indonesia/2025/04/11/defense-ministry-dismisses-papuan-rebel-claims-in-yahukimo-as-disinformation.html,the jakarta post,https://www.thejakartapost.com,neutral,0,4/11/2025 14:28
7,,"IIGC Code Bans Fake Followers, Deepfakes in Influencer Content - MediaNama",,"['iigc', 'code', 'bans', 'influencer', 'claims', 'content', 'influencers', 'prohibits', 'promote', 'followers', 'fake', 'brand', 'products', 'deepfakes']",4/11/2025,https://www.medianama.com/2025/04/223-inside-india-new-code-of-standards-for-influencer-content/,medianama,https://www.medianama.com,neutral,0,4/11/2025 14:28
7,,New disinformation bill not meant to gag dissent – Sam George - MyNewsGh,,"['house', 'parliament', 'meant', 'disinformation', 'digital', 'sam', 'george', 'misinformation', 'information', 'past', 'gag', 'bill', 'ministry', 'dissent', 'minister']",4/11/2025,https://www.mynewsgh.com/new-disinformation-bill-not-meant-to-gag-dissent-sam-george/,mynewsgh,https://www.mynewsgh.com,neutral,0,4/11/2025 14:28
7,,"HYBE deepfake crackdown sees eight arrested in South Korea, as company’s CEO pledges ‘zero-tolerance and no-settlement policy’ over alleged crimes against its artists - Music Business Worldwide",,"['south', 'music', 'policy', 'pledges', 'nosettlement', 'deepfake', 'korea', 'artists', 'zerotolerance', 'hybe', 'crimes', 'sees', 'industry', 'entertainment', 'deepfakes', 'ceo']",4/11/2025,https://www.musicbusinessworldwide.com/hybe-artist-ai-deepfake-crackdown-sees-eight-arrested-in-south-korea-as-companys-ceo-pledges-zero-tolerance-and-no-settlement-policy/,music business worldwide,https://www.musicbusinessworldwide.com,neutral,0,4/11/2025 14:28
7,,Combating Deepfake Disruption in Asia - Telecom Review Asia,,"['digital', 'deepfakes', 'combating', 'deepfake', 'content', 'generative', 'asia', 'online', 'ai', 'media', 'disruption', 'safety']",4/11/2025,https://www.telecomreviewasia.com/news/featured-articles/4998-combating-deepfake-disruption-in-asia,telecom review asia,https://www.telecomreviewasia.com,neutral,0,4/11/2025 14:28
7,,"OpenAI countersues Elon Musk, accusing the world's richest person of harassment and sabotage - Storyboard18",,"['accusing', 'court', 'filing', 'submitted', 'social', 'company', 'platform', 'countersues', 'worlds', 'person', 'harassment', 'sabotage', 'musk', 'x', 'richest', 'xai', 'elon', 'openai']",4/11/2025,https://www.storyboard18.com/brand-makers/openai-countersues-elon-musk-accusing-the-worlds-richest-person-of-harassment-and-sabotage-62081.htm,storyboard18,https://www.storyboard18.com,neutral,0,4/11/2025 14:28
7,,"Sagitec Files Suit Against Deloitte for Defamation, Trade Secret Misuse, and Unfair Competition - The Malaysian Reserve",,[],4/11/2025,https://themalaysianreserve.com/2025/04/10/sagitec-files-suit-against-deloitte-for-defamation-trade-secret-misuse-and-unfair-competition/amp/,the malaysian reserve,https://themalaysianreserve.com,neutral,0,4/11/2025 14:28
7,,"In South Korea, digital sex crimes soar amid rise in AI, deepfake technology - South China Morning Post",,"['technology', 'south', 'digital', 'images', 'deepfake', 'reports', 'korea', 'young', 'amid', 'crimes', 'centre', 'rise', 'sex', 'support', 'soar']",4/11/2025,https://www.scmp.com/week-asia/lifestyle-culture/article/3306158/south-korea-digital-sex-crimes-soar-amid-rise-ai-deepfake-technology,south china morning post,https://www.scmp.com,neutral,0,4/11/2025 14:28
7,,ESG News Recap: Masdar Completes TERNA ENERGY Takeover - Impakter,,"['masdar', 'completes', 'duterte', 'reading', 'energy', 'esg', 'india', 'takeover', 'credit', 'terna', 'fake', 'gold', 'recap', 'hit', '100']",4/11/2025,https://impakter.com/esg-news-eu-masdar-energy-growth/,impakter,https://impakter.com,neutral,0,4/11/2025 14:28
7,,"Eight apprehended for allegedly creating, distributing deepfake porn featuring HYBE artists - Korea JoongAng Daily",,"['apprehended', 'company', 'deepfake', 'artists', 'provincial', 'porn', 'understanding', 'videos', 'key', 'featuring', 'hybe', 'crimes', 'distributing', 'memorandum', 'creating', 'allegedly', 'signed', 'kim']",4/11/2025,https://koreajoongangdaily.joins.com/news/2025-04-11/national/socialaffairs/eight-apprehended-for-allegedly-creating-distributing-deepfake-sex-videos-of-hybe-artists/2283167,korea joongang daily,https://koreajoongangdaily.joins.com,neutral,0,4/11/2025 14:28
7,,Hybe deepfake crackdown leads to arrests - The Korea Herald,,"['leads', 'agency', 'rights', 'individuals', 'deepfake', 'artists', 'provincial', 'crackdown', 'videos', 'hybe', 'crimes', 'suspects', 'arrests']",4/11/2025,https://www.koreaherald.com/article/10463411,the korea herald,https://www.koreaherald.com,neutral,0,4/11/2025 14:28
7,,Fake accounts drove praise of Rodrigo Duterte and now target Philippine election - Rappler,,"['duterte', 'profiles', 'disinformation', 'arrest', 'drove', 'praise', 'rodrigo', 'philippines', 'target', 'fake', 'political', 'accounts', 'firm', 'marcos', 'election']",4/11/2025,https://www.rappler.com/philippines/fake-accounts-drove-praise-rodrigo-duterte-target-2025-elections/,rappler,https://www.rappler.com,neutral,0,4/11/2025 14:28
