ENTERPRISE_RISK_ID,TITLE,SUMMARY,KEYWORDS,PUBLISHED_DATE,LINK,SOURCE,SOURCE_URL,SENTIMENT,POLARITY,LAST_RUN_TIMESTAMP
7,Generative AI has accelerated the creation of sexually explicit deepfakes. What can be done? - North Dakota Monitor,,[],2025-04-07,https://northdakotamonitor.com/2025/04/07/generative-ai-has-accelerated-the-creation-of-sexually-explicit-deepfakes-what-can-be-done/,north dakota monitor,https://northdakotamonitor.com,neutral,0.0,2025-04-07 21:55:40
7,"AI Music Deepfakes: Easy To Spot, Hard To Stop - NDTV",,"['music', 'industry', 'spot', 'sound', 'courts', 'notably', 'ai', 'models', 'hard', 'goldman', 'labels', 'train', 'stop', 'easy', 'deepfakes']",2025-04-07,https://www.ndtv.com/world-news/ai-music-deepfakes-easy-to-spot-hard-to-stop-8105891,ndtv,https://www.ndtv.com,neutral,0.0,2025-04-07 21:55:40
7,The music industry is battling AI -- with limited success - Brenham Banner-Press,,"['premium', 'music', 'javascriptjavascript', 'industry', 'read', 'battling', 'requires', 'content', 'required', 'page', 'browser', 'ai', 'enable', 'limited', 'success', 'settings']",2025-04-07,https://www.brenhambanner.com/news/national/the-music-industry-is-battling-ai----with-limited-success/article_a710d54b-4d19-5729-b6f6-6e0b38f0af66.html,brenham banner-press,https://www.brenhambanner.com,neutral,0.0,2025-04-07 21:55:40
7,"India’s BFSI sector faces major cyber threats in 2025: AI, deepfakes, quantum risks and more - CNBC TV18",,"['faces', 'bfsi', 'indias', 'cyber', 'major', 'quantum', 'vulnerabilities', 'threat', 'risks', '2025', 'attackers', 'deepfakes', 'digital', 'malware', 'sector', 'threats', 'attacks', 'voice', 'report', 'financial']",2025-04-07,https://www.cnbctv18.com/technology/india-bfsi-sector-major-cyber-threats-in-2025-ai-deepfakes-quantum-risks-and-more-19585933.htm,cnbc tv18,https://www.cnbctv18.com,neutral,0.0,2025-04-07 21:55:40
7,Scammers Are Exploiting AI—and It’s Just Beginning - The Cyber Express,,[],2025-04-07,https://thecyberexpress.com/ai-scams-and-identity-fraud/?nonamp=1/,the cyber express,https://thecyberexpress.com,neutral,0.0,2025-04-07 21:55:40
7,Six Ways Comms Pros Can Use Generative AI to Personalize Engagement - prnewsonline.com,,[],2025-04-07,https://www.prnewsonline.com/six-ways-comms-pros-can-use-generative-ai-to-personalize-engagement/,prnewsonline.com,https://www.prnewsonline.com,neutral,0.0,2025-04-07 21:55:40
7,Gartner Identifies Top 12 Early-Stage Technology Disruptions that Will Define the Future of Business Systems - Bakersfield.com,,"['future', 'technology', 'earlystage', 'north', 'systems', 'define', 'forces', 'washington', 'identifies', 'disruptions', 'business', 'island', 'dakota', 'islands', 'gartner', 'virginia', 'canada', '12', 'south', 'armed']",2025-04-07,https://www.bakersfield.com/ap/news/gartner-identifies-top-12-early-stage-technology-disruptions-that-will-define-the-future-of-business/article_cafd69d2-dc95-5250-ae34-73a3ce81b8ef.html,bakersfield.com,https://www.bakersfield.com,neutral,0.0,2025-04-07 21:55:40
7,Gartner Identifies Top 12 Early-Stage Technology Disruptions that Will Define the Future of Business Systems - voiceofalexandria.com,,"['future', 'tech', 'earth', 'define', 'identifies', 'disruptions', '12', 'data', 'technologies', 'business', 'technology', 'earlystage', 'systems', 'intelligence', 'gartner', 'emerging']",2025-04-07,https://www.voiceofalexandria.com/news/national_business_news/gartner-identifies-top-12-early-stage-technology-disruptions-that-will-define-the-future-of-business/article_ff3962d5-c731-5834-8977-4c3aa1aed4c4.html,voiceofalexandria.com,https://www.voiceofalexandria.com,neutral,0.0,2025-04-07 21:55:40
7,What are AI hallucinations? - Yahoo,,"['based', 'hallucinations', 'question', 'chatgpt', 'given', 'ai', 'system', 'llms', 'information', 'answer']",2025-04-07,https://tech.yahoo.com/articles/ai-hallucinations-111714531.html,yahoo,https://tech.yahoo.com,neutral,0.0,2025-04-07 21:55:40
7,Fed’s Barr has high hopes for generative AI - Banking Dive,,"['fintechs', 'hopes', 'help', 'barr', 'banks', 'high', 'feds', 'technology', 'ai', 'banking', 'generative', 'financial', 'customers']",2025-04-07,https://www.bankingdive.com/news/feds-barr-has-high-hopes-for-generative-ai/744632/,banking dive,https://www.bankingdive.com,neutral,0.0,2025-04-07 21:55:40
7,UTSA researchers investigate AI threats in software development - The University of Texas at San Antonio,,"['researchers', 'python', 'hallucinations', 'development', 'investigate', 'software', 'programming', 'package', 'ai', 'code', 'models', 'utsa', 'llm', 'threats', 'hallucinated', 'malicious']",2025-04-07,https://www.utsa.edu/today/2025/04/story/utsa-researchers-investigate-ai-threats.html,the university of texas at san antonio,https://www.utsa.edu,neutral,0.0,2025-04-07 21:55:40
7,Gartner Identifies Top 12 Early-Stage Technology Disruptions that Will Define the Future of Business Systems - Financial Times,,"['future', 'tech', 'earth', 'define', 'identifies', 'disruptions', 'company', 'technologies', '12', 'business', 'technology', 'earlystage', 'enterprises', 'systems', 'intelligence', 'gartner', 'emerging']",2025-04-07,https://markets.ft.com/data/announce/full?dockey=600-202504070330bizwire_usprx____20250407_bw742422-1,financial times,https://markets.ft.com,neutral,0.0,2025-04-07 21:55:40
